audio_path,asr_transcript,original_text,mutated_text,index_tags,mutated_tags
data/del_audio_5817.wav,in many cases certain equipment locomotives allowed simply to limit the possibility of a competitr from another country or a competitor from the market,"In many cases, certain equipment and locomotives are not allowed, simply to limit the possibility of a competitor from another country or a private competitor from entering the market.","In many cases, certain equipment locomotives allowed, simply to limit the possibility of a competitor from another country or a competitor from the market.","[0, 1, 2, 3, 4, 6, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 27, 28]","['O', 'O', 'O', 'O', 'O', '-', 'O', '-', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', '-', 'O', 'O']"
data/del_audio_7575.wav,in report the epcalls the country with the highest number of executions make its national execution figures public thus for transparent analysis and debate on the subject,"In the report, the EP calls on China the country with the highest number of executions to make its national execution figures public, and thus allow for transparent analysis and debate on the subject.","In report, the EP calls the country with the highest number of executions make its national execution figures public, thus for transparent analysis and debate on the subject.","[0, 2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 24, 26, 27, 28, 29, 30, 31, 32, 33]","['O', '-', 'O', 'O', 'O', 'O', '-', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
data/del_audio_22079.wav,clearly more than any other time theyre a need for financial institutions to pause recess their approach,"Clearly, more than any other time, there is a need for financial institutions to pause and reassess their approach.","Clearly, more than any other time, there a need for financial institutions to pause reassess their approach.","[0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18]","['O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O']"
data/del_audio_19262.wav,refine words have been spoken regarding mernew team of commissioners and rightly so,"Mr President, many fine words have been spoken regarding Mr Barroso's new team of commissioners and rightly so.",Mr fine words have been spoken regarding Mr new team of commissioners and rightly so.,"[0, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17]","['O', '-', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
data/del_audio_3305.wav, president for party one thing is clear on human rights counsel is a dreadful body and one that be taken seriously,"Mr President, for my party, one thing is clear: the UN Human Rights Council is a dreadful body and one that cannot be taken seriously.","Mr President, for party, one thing is clear: UN Human Rights Council is a dreadful body and one that be taken seriously.","[0, 1, 2, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24]","['O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O']"
data/del_audio_11588.wav,far as now there has has been no response to these,"As far as I know, there has, as yet, been no response to these requests.","far as know, there has, as been no response to these","[1, 2, 4, 5, 6, 7, 9, 10, 11, 12, 13]","['-', 'O', 'O', '-', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', '-']"
data/del_audio_20883.wav,is whya calling for to be put on the social aspect in future,This is why I am calling for the emphasis to be put on the social aspect in future.,is why I calling for to be put on the social aspect in future.,"[1, 2, 3, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16, 17]","['-', 'O', 'O', 'O', '-', 'O', 'O', '-', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
data/del_audio_6205.wav,my to of thee any pressure on european national newspapers ore intimidating,I wanted my vote to explicitly reflect my disapproval of the Italian authorities placing any pressure on European national newspapers or intimidating them.,my to of the any pressure on European national newspapers or intimidating,"[2, 4, 9, 10, 14, 15, 16, 17, 18, 19, 20, 21]","['-', '-', 'O', '-', 'O', '-', '-', '-', '-', 'O', 'O', '-', '-', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-']"
data/del_audio_15408.wav,more shot of information technology in secure communications and video conferencing since are at the time more in terms of results and cost effective,"Moreover, more use should be made of information technology, in particular, secure e-mail communications and video conferencing, since they are, at the same time, more effective in terms of results and more cost-effective.","more should of information technology, in secure communications and video conferencing, since are, at the time, more in terms of results and cost-effective.","[1, 3, 6, 7, 8, 9, 11, 13, 14, 15, 16, 17, 19, 20, 21, 23, 24, 26, 27, 28, 29, 30, 32]","['-', 'O', '-', 'O', '-', '-', 'O', 'O', 'O', 'O', '-', 'O', '-', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', '-', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', '-', 'O']"
data/del_audio_18228.wav,knows she has our support in her human right's policy in respect of the rebels in banhuse she made clear choices and rightly so,"Baroness Ashton knows that she has our support in her human rights policy, and in respect of the rebels in Benghazi she made clear choices, and rightly so.","knows she has our support in her human rights policy, in respect of the rebels in Benghazi she made clear choices, and rightly so.","[2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]","['-', '-', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
data/del_audio_2283.wav,i have never heard her the execution of people in places cuba or even in chena where it occurrence unfortunately,"I have never heard her group condemn the execution of people in places like Cuba, or even in China, where it is a common occurrence, unfortunately.","I have never heard her the execution of people in places Cuba, or even in China, where it a occurrence, unfortunately.","[0, 1, 2, 3, 4, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 22, 24, 25]","['O', 'O', 'O', 'O', 'O', '-', '-', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', '-', 'O', 'O']"
data/del_audio_4154.wav,not formally invited parliament to attend this debate,I was not formally invited by Parliament to attend this debate.,not formally invited Parliament to attend this debate.,"[2, 3, 4, 6, 7, 8, 9, 10]","['-', '-', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O']"
data/del_audio_23785.wav,i firmly believe that treaty lisbon will also us make the better that we must protect our values within the you as well and we must take immediate action if they are violated,"I firmly believe that the Treaty of Lisbon will also greatly help us make the EU's institutions understand better that we must protect our values within the EU as well, and that we must take immediate action if they are violated.","I firmly believe that Treaty Lisbon will also us make the better that we must protect our values within the EU as well, and we must take immediate action if they are violated.","[0, 1, 2, 3, 5, 7, 8, 9, 12, 13, 14, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37, 38, 39, 40]","['O', 'O', 'O', 'O', '-', 'O', '-', 'O', 'O', 'O', '-', '-', 'O', 'O', 'O', '-', '-', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
data/del_audio_2587.wav,we therefore need policies reduce vulnerability and combat different kinds discrimination such as the kind faced blood donners from infected people within europe merely there,"We therefore need policies to reduce vulnerability and combat different kinds of discrimination, such as the kind faced by blood donors from infected people, even within Europe, merely because they have a sexual orientation that is different from the norm.","We therefore need policies reduce vulnerability and combat different kinds discrimination, such as the kind faced blood donors from infected people, within Europe, merely they a sexual orientation that from the norm.","[0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 25, 26, 27, 29, 31, 32, 33, 34, 37, 38, 39]","['O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', '-', 'O', '-', 'O', 'O', 'O', 'O', '-', '-', 'O', 'O', 'O']"
data/del_audio_7609.wav,however although morseverance argues that everything with the company deceived him that no money changed hands and that legislation changed romaynin law severely of behaviouroor,"However, although Mr Severin argues that everything happened with a fake company which deceived him, that no money changed hands and that no legislation was changed, Romanian law severely punishes this type of behaviour.","However, although Mr Severin argues that everything with a company deceived him, that no money changed hands and that legislation changed, Romanian law severely of behaviour.","[0, 1, 2, 3, 4, 5, 6, 8, 9, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 25, 26, 27, 28, 32, 33]","['O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', '-', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', '-', 'O', 'O', 'O', 'O', '-', '-', '-', 'O', 'O']"
