audio_path,asr_transcript,original_text,mutated_text,index_tags,mutated_tags
data/del_audio_5429.wav,a great deal will be released into the environment,A great deal of poison will be released into the environment.,A great deal will be released into the environment.,"[0, 1, 2, 5, 6, 7, 8, 9, 10]","['O', 'O', 'O', '-', '-', 'O', 'O', 'O', 'O', 'O', 'O']"
data/del_audio_22214.wav,we would have liked her to be in haite helping others,We would have liked her to be in Haiti helping others.,We would have liked her to be in Haiti helping others.,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
data/del_audio_8407.wav,there are issues on which we are proposing that the funding be used,There are three issues on which we are proposing that the funding be used.,There are issues on which we are proposing that the funding be used.,"[0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","['O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
data/del_audio_8770.wav,we have come a long way,We have come a long way.,We have come a long way.,"[0, 1, 2, 3, 4, 5]","['O', 'O', 'O', 'O', 'O', 'O']"
data/del_audio_18145.wav,this fight has a negative impact the competitiveness of the entire yew,"However, this fight also has a negative impact on the competitiveness of the entire EU market.",this fight has a negative impact the competitiveness of the entire EU,"[1, 2, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14]","['-', 'O', 'O', '-', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', '-']"
data/del_audio_15012.wav,on the other hand the export agriculture policies applied the you in these countries have an adverse impact on their,"On the other hand, the export and agriculture policies applied by the EU in these countries have an adverse impact on their development.","On the other hand, the export agriculture policies applied the EU in these countries have an adverse impact on their","[0, 1, 2, 3, 4, 5, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]","['O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-']"
data/del_audio_18357.wav,eas it emerges the european council needs out the priorities for and home affairs in the to come and to show how they will be put into practice,The programme as it emerges from the European Council needs to lay out the guiding priorities for justice and home affairs in the years to come and to show how they will be put into practice.,The as it emerges the European Council needs out the priorities for and home affairs in the to come and to show how they will be put into practice.,"[0, 2, 3, 4, 6, 7, 8, 9, 12, 13, 15, 16, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]","['O', '-', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', '-', '-', 'O', 'O', '-', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
data/del_audio_4740.wav,we have a sentiment the economic union but we responsible for them in what have been instructed to do by the people of europe by the parliaments voted the mastrich treaty isde,"We have a sentiment on the 'E', economic union, but we are responsible for the 'M' and what we have been instructed to do by the people of Europe, by the parliaments that voted the Maastricht Treaty, is to deliver price stability.","We have a sentiment the economic union, but we responsible for the and what have been instructed to do by the people of Europe, by the parliaments voted the Maastricht Treaty, is deliver price stability.","[0, 1, 2, 3, 5, 7, 8, 9, 10, 12, 13, 14, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 39, 40, 41]","['O', 'O', 'O', 'O', '-', 'O', '-', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', '-', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O']"
data/del_audio_15485.wav,we need to ask consumers will benefit from soviet of price,We need to ask which consumers will benefit from the Soviet economics of price caps.,We need to ask consumers will benefit from Soviet of price,"[0, 1, 2, 3, 5, 6, 7, 8, 10, 12, 13]","['O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', '-', 'O', '-', 'O', 'O', '-']"
data/del_audio_7975.wav,maintaining relations the solomon islands is very much in the interest will help to enhance the viability of the utuniv fishing in the pacific giving access to quantity of a,"Maintaining fisheries relations with the Solomon Islands is very much in the EU's interest, since this will help to enhance the viability of the EU tuna fishing sector in the Pacific by giving access to a large quantity of fish.","Maintaining relations the Solomon Islands is very much in the interest, will help to enhance the viability of the EU tuna fishing in the Pacific giving access to quantity of","[0, 2, 4, 5, 6, 7, 8, 9, 10, 11, 13, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 32, 33, 34, 37, 38]","['O', '-', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', '-', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', '-', 'O', 'O', 'O', '-', '-', 'O', 'O', '-']"
data/del_audio_3545.wav,he proposes a temporary solution which allows the ab to continue with its activities but which fixes a dateand in depth discussion of the ebe should play outside european,"He proposes a temporary solution, which allows the EIB to continue with its activities, but which fixes a date for an in-depth discussion of the role that the EIB should play outside the European Union.","He proposes a temporary solution, which allows the EIB to continue with its activities, but which fixes a date an in-depth discussion of the EIB should play outside European","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 28, 29, 30, 31, 33]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', '-', '-', '-', 'O', 'O', 'O', 'O', '-', 'O', '-']"
data/del_audio_10718.wav,imprisonment of nationals third countries such as the american roxinet is also a practice in order to blackmail other into granting diplomatic concessions,"The imprisonment of nationals of third countries, such as the American, Roxana Saberi, is also a routine practice in order to blackmail other countries into granting diplomatic concessions.","imprisonment of nationals third countries, such as the American, Roxana is also a practice in order to blackmail other into granting diplomatic concessions.","[1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27]","['-', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O']"
data/del_audio_12251.wav,illegally by copying or quite omitting their active ingredients does not require large scale facilities or investment,"Illegally producing medicines by copying, or quite simply omitting, their active ingredients does not require large-scale facilities or investment.","Illegally by copying, or quite omitting, their active ingredients does not require large-scale facilities or investment.","[0, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","['O', '-', '-', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
data/del_audio_15397.wav,president first of all i like to thank both reporters who have very hard these reports and have produced them an excellent body of work and within o for orgin and transplantation yo,"Madam President, first of all, I would like to thank both rapporteurs, who have worked very hard on these reports and have produced between them an excellent body of work and, within, a real plan for organ donation and transplantation throughout Europe.","President, first of all, I like to thank both rapporteurs, who have very hard these reports and have produced them an excellent body of work and, within, a for organ and transplantation Europe.","[1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 15, 16, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 35, 36, 38, 39, 41]","['-', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', '-', 'O', 'O', '-', 'O', 'O', '-', 'O']"
data/del_audio_2905.wav,by a large majority alternative funds and investment parliament continues implement new rules for better economic governance,"By adopting, by a large majority, the report on alternative funds and capital investment, Parliament continues to implement new rules for better economic governance.","By by a large majority, alternative funds and investment, Parliament continues implement new rules for better economic governance.","[0, 2, 3, 4, 5, 9, 10, 11, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23]","['O', '-', 'O', 'O', 'O', 'O', '-', '-', '-', 'O', 'O', 'O', '-', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
