audio_path,asr_transcript,original_text,mutated_text,index_tags,mutated_tags
data/del_audio_516.wav,it will also allow them to ask for security clauses to protect classified information and security,It will also allow them to ask for specific security clauses to protect classified information and ensure their security of supply.,It will also allow them to ask for security clauses to protect classified information and security,"[0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 18]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', '-', 'O', '-', '-']"
data/del_audio_8603.wav,action needed based on economic and intelligent policy and effective support for economic the democratic transition process way in tunisia,"Action is needed based on a renewed policy of economic, financial and social cooperation, an intelligent immigration policy, and effective support for the economic reforms and the democratic transition process under way in Tunisia.","Action needed based on a economic, and intelligent policy, and effective support for economic the democratic transition process way in Tunisia.","[0, 2, 3, 4, 5, 9, 11, 15, 17, 18, 19, 20, 21, 23, 26, 27, 28, 29, 31, 32, 33]","['O', '-', 'O', 'O', 'O', 'O', '-', '-', '-', 'O', '-', 'O', '-', '-', '-', 'O', '-', 'O', 'O', 'O', 'O', 'O', '-', 'O', '-', '-', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O']"
data/del_audio_10795.wav,of inaction a hope member can last agree on this measure,"After years of inaction, I hope that Member States can at last agree on this measure.","of inaction, I hope Member can at last agree on this measure.","[2, 3, 4, 5, 7, 9, 10, 11, 12, 13, 14, 15]","['-', '-', 'O', 'O', 'O', 'O', '-', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
data/del_audio_1082.wav,the european and humanitarian aid vote,The European Union and Humanitarian Aid (vote),The European and Humanitarian Aid (vote),"[0, 1, 3, 4, 5, 6]","['O', 'O', '-', 'O', 'O', 'O', 'O']"
data/del_audio_22126.wav,however will not bring about improvement this,"However, sanctions will not bring about a lasting improvement in this situation.","However, will not bring about a improvement this","[0, 2, 3, 4, 5, 6, 8, 10]","['O', '-', 'O', 'O', 'O', 'O', 'O', '-', 'O', '-', 'O', '-']"
data/del_audio_1455.wav,of movement is of basic right and a pillar of you citizenship for we are all striving,Freedom of movement is a basic right and a pillar of EU citizenship for which we are all striving.,of movement is a basic right and a pillar of EU citizenship for we are all striving.,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18]","['-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O']"
data/del_audio_4563.wav,what has happened in madeira has dramatically shown us the importance of strengthening corporation solidarity in the european union as well as in the area of disaster prevention,What has happened in Madeira has dramatically shown us the importance of strengthening cooperation and solidarity in the European Union as well as in the area of disaster prevention.,What has happened in Madeira has dramatically shown us the importance of strengthening cooperation solidarity in the European Union as well as in the area of disaster prevention.,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
data/del_audio_9431.wav,i am working in my final discussions member states to that is case,I am working in my final discussions with Member States to ensure that this is the case.,I am working in my final discussions Member States to that is case.,"[0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 12, 14, 16]","['O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', '-', 'O', '-', 'O', '-', 'O']"
data/del_audio_23752.wav,is if terrorism has clear organization is extremely deadly at global level,"This is a relatively new form of terrorism which has no clear organisation, is extremely deadly and operates at a global level.","is a of terrorism has clear organisation, is extremely deadly at global level.","[1, 2, 6, 7, 9, 11, 12, 13, 14, 15, 18, 20, 21]","['-', 'O', 'O', '-', '-', '-', 'O', 'O', '-', 'O', '-', 'O', 'O', 'O', 'O', 'O', '-', '-', 'O', '-', 'O', 'O']"
data/del_audio_20534.wav,the exceeding states must af thorough transformation in meet the requirements of membership,The acceding states must undergo a thorough transformation in order to meet the requirements of EU membership.,The acceding states must a thorough transformation in meet the requirements of membership.,"[0, 1, 2, 3, 5, 6, 7, 8, 11, 12, 13, 14, 16]","['O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', '-', '-', 'O', 'O', 'O', 'O', '-', 'O']"
data/del_audio_22569.wav,memr states loses,"Thus, the Member States loses twice.",the Member States loses,"[1, 2, 3, 4]","['-', 'O', 'O', 'O', 'O', '-']"
data/del_audio_6410.wav,president is responsible for ensuring that rules of the parliament are followed and must ensure these rules apply equally to all members and are applied uniformly that the dignity of remains,"The President is responsible for ensuring that all the rules of the European Parliament are followed and must ensure that these rules apply equally to all Members and are applied uniformly, and that the dignity of our Parliament remains intact.","President is responsible for ensuring that rules of the Parliament are followed and must ensure these rules apply equally to all Members and are applied uniformly, that the dignity of remains","[1, 2, 3, 4, 5, 6, 9, 10, 11, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 32, 33, 34, 35, 38]","['-', 'O', 'O', 'O', 'O', 'O', 'O', '-', '-', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', '-', '-', 'O', '-']"
data/del_audio_7091.wav,i would also like point out that interinstitutional agreement the parliament and i have seen this happen with the directive which we discussed in months ago parliament has it to demand that the commsios,"However, I would also like to point out that, following the interinstitutional agreement between the Commission and Parliament, and I have seen this happen with the Services Directive, which we discussed in Brussels months ago, Parliament has a right to demand that the Commissioner responsible should be here to answer difficult questions.","I would also like point out that, interinstitutional agreement the Parliament, and I have seen this happen with the Directive, which we discussed in months ago, Parliament has a to demand that the Commissioner responsible should be here to difficult questions.","[1, 2, 3, 4, 6, 7, 8, 11, 12, 14, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 50, 51]","['-', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', '-', '-', 'O', 'O', '-', 'O', '-', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O']"
data/del_audio_10704.wav,there are things leaked in all these of things,"There are things, details, leaked mails and all these kinds of things.","There are things, leaked and all these of things.","[0, 1, 2, 4, 6, 7, 8, 10, 11]","['O', 'O', 'O', '-', 'O', '-', 'O', 'O', 'O', '-', 'O', 'O']"
data/del_audio_16963.wav,edifficult and laborious of granting discharge to the council shows what european parliament wants,The difficult and laborious process of granting discharge to the Council shows what the European Parliament wants.,The difficult and laborious of granting discharge to the Council shows what European Parliament wants.,"[0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16]","['O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O']"
