audio_path,asr_transcript,original_text,mutated_text,index_tags,mutated_tags
data/del_audio_5813.wav,the proposal has been in this spirit and i note with satisfaction that murs gillom and the of the committee on civil liberty's support proposal,The Commission proposal has been prepared in this spirit and I note with satisfaction that Mrs Guillaume and the report of the Committee on Civil Liberties generally support this proposal.,The proposal has been in this spirit and I note with satisfaction that Mrs Guillaume and the of the Committee on Civil Liberties support proposal.,"[0, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 25, 27, 29]","['O', '-', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', '-', 'O']"
data/del_audio_18742.wav,in fact days ago received information that the military jenta ruling burma had suspended the over nine journals restricting in that country,"In fact, several days ago, we received information that the military junta ruling Burma had suspended the publication of a further nine journals, restricting the already limited freedom of speech in that country.","In fact, days ago, received information that the military junta ruling Burma had suspended the of a nine journals, restricting in that country.","[0, 1, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 21, 22, 23, 30, 31, 32]","['O', 'O', '-', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', '-', 'O', 'O', 'O', '-', '-', '-', '-', '-', '-', 'O', 'O', 'O']"
data/del_audio_15598.wav, has a well established dilogo with that the philippines sides discuss arrange issues including human rights,"The EU has a well-established dialogue with the government of the Philippines where both sides discuss a wide range of issues, including human rights.","The EU has a well-established dialogue with the the Philippines sides discuss a range issues, including human rights.","[0, 1, 2, 3, 4, 5, 6, 7, 10, 11, 14, 15, 16, 18, 20, 21, 22, 23]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', '-', 'O', 'O', '-', '-', 'O', 'O', 'O', '-', 'O', '-', 'O', 'O', 'O', 'O']"
data/del_audio_7451.wav,cohesian policy must not just on impoverished regions must be aimed all of regions including those,"Cohesion policy must not just focus on the most impoverished regions; it must be aimed at all of Europe's regions, including those overseas.","Cohesion policy must not just on impoverished regions; must be aimed all of regions, including those","[0, 1, 2, 3, 4, 6, 9, 10, 12, 13, 14, 16, 17, 19, 20, 21]","['O', 'O', 'O', 'O', 'O', '-', 'O', '-', '-', 'O', 'O', '-', 'O', 'O', 'O', '-', 'O', 'O', '-', 'O', 'O', 'O', '-']"
data/del_audio_8205.wav,however but that them poverty and social exclusion unemployment housing shortages and drug consumption hage and careful,"However, the problems that affect them, including poverty and social exclusion, unemployment, housing shortages, crime and drug consumption, are huge and require careful attention.","However, the that them, poverty and social exclusion, unemployment, housing shortages, and drug consumption, huge and careful","[0, 1, 3, 5, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 19, 20, 22]","['O', 'O', '-', 'O', '-', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', '-', 'O', 'O', '-', 'O', '-']"
data/del_audio_12123.wav,its progress in many areas encouraging including in the fight against corruption yet the same time are needed with the independence of the judiciary and greater of the latter the ,"Its progress in many areas is encouraging, including in the fight against corruption, yet at the same time further efforts are needed, including with regard to the independence of the judiciary and greater efficiency of the latter, the public administration reforms and competition policy.","Its progress in many areas encouraging, including in the fight against corruption, yet the same time are needed, with the independence of the judiciary and greater of the latter, the public administration reforms and policy.","[0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 20, 21, 23, 26, 27, 28, 29, 30, 31, 32, 34, 35, 36, 37, 38, 39, 40, 41, 43]","['O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', '-', '-', 'O', 'O', '-', 'O', '-', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O']"
data/del_audio_1415.wav,documents received see minutes,Documents received: see Minutes,Documents received: see Minutes,"[0, 1, 2, 3]","['O', 'O', 'O', 'O']"
data/del_audio_2914.wav,i fully endorse most the proposals and statements contained in michinniss report which moment ago,"I fully endorse most of the proposals and statements contained in the McGuinness report, which was adopted a moment ago.","I fully endorse most the proposals and statements contained in McGuinness report, which moment ago.","[0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 12, 13, 14, 18, 19]","['O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', '-', '-', '-', 'O', 'O']"
data/del_audio_16856.wav,if so they have been disappointed,"If so, they will have been disappointed.","If so, they have been disappointed.","[0, 1, 2, 4, 5, 6]","['O', 'O', 'O', '-', 'O', 'O', 'O']"
data/del_audio_16433.wav,right to hold being from those who think differently in russia of the bank can lead to imprisonment,"The right to hold meetings is being withheld from those who think differently in Russia, and defiance of the ban can lead to imprisonment.","The right to hold being from those who think differently in Russia, of the ban can lead to imprisonment.","[0, 1, 2, 3, 6, 8, 9, 10, 11, 12, 13, 14, 17, 18, 19, 20, 21, 22, 23]","['O', 'O', 'O', 'O', '-', '-', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
data/del_audio_18711.wav,firstly this a public debate after all we are of course happy to talk how the discussion's going,"Firstly, this is a public debate after all, and secondly, we are, of course, happy to talk about how the discussions are going.","Firstly, this a public debate after all, we are, of course, happy to talk how the discussions going.","[0, 1, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 22]","['O', 'O', '-', 'O', 'O', 'O', 'O', 'O', '-', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', '-', 'O']"
data/del_audio_7754.wav,particular i fully support the need to strengthen the decision making and implementation process the commission with the requisite instruments in the common of the european union the an all economicf,"In particular, I fully support the need to strengthen the decision-making and implementation process, providing the Commission with the requisite instruments in the common interest of the European Union, the Member States and all economic operators.","particular, I fully support the need to strengthen the decision-making and implementation process, the Commission with the requisite instruments in the common of the European Union, the and all economic operators.","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 26, 27, 28, 29, 32, 33, 34, 35]","['-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', '-', '-', 'O', 'O', 'O', 'O']"
data/del_audio_9325.wav,it is very simple to say that we need to pay protect forests it is a simple formula but applying it requires a lot of commitment from both sides,"It is very simple to say that we need to pay to protect forests: it is a simple formula, but applying it requires a lot of commitment from both sides.","It is very simple to say that we need to pay protect forests: it is a simple formula, but applying it requires lot of commitment from both sides.","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O']"
data/del_audio_3583.wav,i cote a host of including markets and traveling salesmen who are an important component of regional tradition and identity in some states including italy,"I could quote a host of examples, including local markets and travelling salesmen, who are an important component of regional tradition and identity in some Member States, including Italy.","I quote a host of including markets and travelling salesmen, who are an important component of regional tradition and identity in some States, including Italy.","[0, 2, 3, 4, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28]","['O', '-', 'O', 'O', 'O', 'O', '-', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O']"
